0,1,2,3,4,5,6,7,8,9,10
0.0,0.9249183895538631,0.382700241997439,0.20730006838471082,0.5528013661518796,0.5271317837209324,0.07142857142857142,0.6000000000000001,0.0,0.0,0.0
0.0,0.9212912589771489,0.382700241997439,0.20675324683999974,0.5552904297117791,0.5263565883720958,0.07142857142857142,0.6000000000000001,0.0,0.0,0.0
0.0,0.9140369967355821,0.38583013230900565,0.20565960358653068,0.5576921575990038,0.5255813953488371,0.07142857142857142,0.6000000000000001,0.0,0.0,0.0
0.0,0.9249183895538631,0.3811352966282544,0.2038550923085326,0.563150630427251,0.5255813953488371,0.08333333335714287,0.6000000000000001,0.0,0.0,0.0
0.0,0.9176641273122963,0.3811352966282544,0.20287081342962443,0.5651156806061189,0.5255813953488371,0.0952380952142857,0.6000000000000001,0.0,0.0,0.0
0.0,0.9140369967355821,0.3811352966282544,0.2017771701761556,0.5651156806061189,0.5255813953488371,0.10714285714285714,0.6000000000000001,0.0,0.0,0.0
0.0,0.9140369967355821,0.3811352966282544,0.19946684897340083,0.5651156806061189,0.5255813953488371,0.11904761907142858,0.6000000000000001,0.0,0.0,0.0
0.0,0.9140369967355821,0.3811352966282544,0.19909774439381023,0.5672990698029196,0.5255813953488371,0.13095238092857142,0.6000000000000001,0.0,0.0,0.0
0.0,0.9140369967355821,0.3811352966282544,0.1974572795956301,0.5759234565898929,0.5255813953488371,0.14285714285714285,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.3811352966282544,0.19625427213164692,0.583892826650577,0.525968993023259,0.13095238092857142,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.3842651869398208,0.195652768317632,0.5903338245682582,0.5263565883720958,0.11904761907142858,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.38583013230900565,0.19466848943872384,0.5968839918311515,0.5267441860465141,0.10714285714285714,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.38583013230900565,0.193574846185255,0.6100934957021502,0.5271317837209324,0.0952380952142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.9060573090315558,0.38583013230900565,0.19237183872127173,0.6186087131439114,0.5275193790697692,0.08333333335714287,0.6000000000000001,1.0,0.0,0.0
0.0,0.9020674646354732,0.3871105420401193,0.1918796992818177,0.6243946943353033,0.5279069767441875,0.07142857142857142,0.6000000000000001,1.0,0.0,0.0
0.0,0.9020674646354732,0.38967136150234727,0.19089542040290963,0.6265780835321039,0.5286821697674426,0.08333333335714287,0.6000000000000001,1.0,0.0,0.0
0.0,0.9020674646354732,0.38967136150234727,0.19034859885819844,0.6350933009738652,0.5294573651162828,0.0952380952142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.9020674646354732,0.38967136150234727,0.1892549556047295,0.6612939700254383,0.530232558139538,0.10714285714285714,0.6000000000000001,1.0,0.0,0.0
0.0,0.9020674646354732,0.3943661971830985,0.1886534517907147,0.7135861384558642,0.5310077511627931,0.11904761907142858,0.6000000000000001,1.0,0.0,0.0
0.0,0.9080522306855279,0.4007682458386683,0.18646616544782324,0.750922091854356,0.5317829465116333,0.13095238092857142,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.40717029449423836,0.1836773752909171,0.7943715348073843,0.5325581395348884,0.14285714285714285,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.4184094464361927,0.1815994531585401,0.8271223711218508,0.5329457372093032,0.15476190478571428,0.6000000000000001,1.0,0.0,0.0
0.0,0.9140369967355821,0.426945511310286,0.17875598089637668,0.8579081572574492,0.53333333255814,0.16666666664285715,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.4310712761416986,0.1777717020174686,0.8773403200281965,0.5337209302325618,0.17857142857142855,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.42851045667947085,0.17596719073947054,0.8984100249421756,0.5341085279069802,0.19047619049999998,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.42851045667947085,0.17596719073947054,0.9134754096468302,0.534496123255817,0.20238095235714285,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.42851045667947085,0.17522898158028943,0.9342176058701561,0.5348837209302353,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.426945511310286,0.17449077242110833,0.9475362794138753,0.5356589139534904,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.4238156209987196,0.17449077242110833,0.9568156829271379,0.536434109302327,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.4238156209987196,0.4746958304880715,0.9624924944458094,0.5372093023255822,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.4238156209987196,0.7798222829495753,0.9692610007266352,0.5379844953488373,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9249183895538631,0.41997439180537777,0.7655502392054081,0.9758111679895285,0.5387596906976775,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9336235038084875,0.419803670507896,0.7688311688017684,0.9797412683472645,0.5395348837209326,0.21428571428571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.4141414139991466,0.7710731374139634,0.9923830911646486,0.5395348837209326,0.2261904762142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.408450704225352,0.7622146275037907,1.0037897394435262,0.5395348837209326,0.23809523807142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.3956466069142126,0.7200546821905613,1.011378576227039,0.5395348837209326,0.25,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.3871105420401193,0.6622009569200602,1.024797061874527,0.5395348837209326,0.26190476192857143,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.3758713900981647,0.598660287125232,1.0350901817187128,0.5395348837209326,0.27380952378571427,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.3698961446862996,0.5374162678838095,1.0346690996311008,0.5395348837209326,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.9357997823721436,0.36448997012377293,0.4894053315664355,1.0323391114682976,0.5391472860465107,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.945593035908596,0.35595390524967985,0.46971975398827404,1.0361194936703806,0.5387596906976775,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.945593035908596,0.35595390524967985,0.44396445665684614,1.037055231897581,0.5383720930232592,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.945593035908596,0.35310855014938136,0.41990430622885544,1.0312536550854445,0.5379844953488373,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.945593035908596,0.34699103713188206,0.3849077239223615,1.0288675228189643,0.537596900000004,0.2857142857142857,0.6000000000000001,1.0,0.0,0.0
0.0,0.945593035908596,0.3444302176696541,0.3575666438980104,1.0278382108672965,0.5372093023255822,0.2857142857142857,0.6000000000000001,0.0,1.0,0.0
0.0,0.945593035908596,0.34314980793854044,0.3324675324858546,1.0337801482661342,0.536434109302327,0.2976190476428571,0.6000000000000001,0.0,1.0,0.0
0.0,0.9528472981501632,0.3400199176269738,0.3122488038482846,1.0327508363144664,0.5356589139534904,0.30952380949999997,0.6000000000000001,0.0,1.0,0.0
0.0,0.9604642731229596,0.3275003555271021,0.2931510594347887,1.0316185930693795,0.5348837209302353,0.3214285714285714,0.6000000000000001,0.0,1.0,0.0
